WindSpeed,WindDirection,WaveCondition,Tension,Vessel,Berth,MC,ML
30.0,N,,106,180k,Berth 02,MC1,Bow
30.0,NNE,,118,180k,Berth 02,MC1,Bow
30.0,NE,,121,180k,Berth 02,MC1,Bow
30.0,ENE,,103,180k,Berth 02,MC1,Bow
30.0,E,,86,180k,Berth 02,MC1,Bow
30.0,ESE,,144,180k,Berth 02,MC1,Bow
30.0,SE,,223,180k,Berth 02,MC1,Bow
30.0,SSE,,242,180k,Berth 02,MC1,Bow
30.0,S,,299,180k,Berth 02,MC1,Bow
30.0,SSW,,267,180k,Berth 02,MC1,Bow
30.0,SW,,252,180k,Berth 02,MC1,Bow
30.0,WSW,,141,180k,Berth 02,MC1,Bow
30.0,W,,133,180k,Berth 02,MC1,Bow
30.0,WNW,,106,180k,Berth 02,MC1,Bow
30.0,NW,,100,180k,Berth 02,MC1,Bow
30.0,NNW,,93,180k,Berth 02,MC1,Bow
20.0,N,,99,180k,Berth 02,MC1,Bow
20.0,NNE,,121,180k,Berth 02,MC1,Bow
20.0,NE,,124,180k,Berth 02,MC1,Bow
20.0,ENE,,105,180k,Berth 02,MC1,Bow
20.0,E,,105,180k,Berth 02,MC1,Bow
20.0,ESE,,100,180k,Berth 02,MC1,Bow
20.0,SE,,132,180k,Berth 02,MC1,Bow
20.0,SSE,,152,180k,Berth 02,MC1,Bow
20.0,S,,148,180k,Berth 02,MC1,Bow
20.0,SSW,,140,180k,Berth 02,MC1,Bow
20.0,SW,,133,180k,Berth 02,MC1,Bow
20.0,WSW,,111,180k,Berth 02,MC1,Bow
20.0,W,,107,180k,Berth 02,MC1,Bow
20.0,WNW,,113,180k,Berth 02,MC1,Bow
20.0,NW,,102,180k,Berth 02,MC1,Bow
20.0,NNW,,102,180k,Berth 02,MC1,Bow
20.0,NE,1,175,180k,Berth 02,MC1,Bow
20.0,NE,2,92,180k,Berth 02,MC1,Bow
20.0,NE,3,101,180k,Berth 02,MC1,Bow
20.0,NE,4,145,180k,Berth 02,MC1,Bow
20.0,NE,5,149,180k,Berth 02,MC1,Bow
20.0,NE,6,187,180k,Berth 02,MC1,Bow
20.0,NE,7,211,180k,Berth 02,MC1,Bow
9.0,E,8,121,180k,Berth 02,MC1,Bow
9.0,E,9,173,180k,Berth 02,MC1,Bow
9.0,E,10,169,180k,Berth 02,MC1,Bow
30.0,N,,72,180k,Berth 02,MC1,Fwd Spring
30.0,NNE,,87,180k,Berth 02,MC1,Fwd Spring
30.0,NE,,104,180k,Berth 02,MC1,Fwd Spring
30.0,ENE,,118,180k,Berth 02,MC1,Fwd Spring
30.0,E,,87,180k,Berth 02,MC1,Fwd Spring
30.0,ESE,,97,180k,Berth 02,MC1,Fwd Spring
30.0,SE,,90,180k,Berth 02,MC1,Fwd Spring
30.0,SSE,,140,180k,Berth 02,MC1,Fwd Spring
30.0,S,,165,180k,Berth 02,MC1,Fwd Spring
30.0,SSW,,135,180k,Berth 02,MC1,Fwd Spring
30.0,SW,,105,180k,Berth 02,MC1,Fwd Spring
30.0,WSW,,83,180k,Berth 02,MC1,Fwd Spring
30.0,W,,71,180k,Berth 02,MC1,Fwd Spring
30.0,WNW,,57,180k,Berth 02,MC1,Fwd Spring
30.0,NW,,59,180k,Berth 02,MC1,Fwd Spring
30.0,NNW,,59,180k,Berth 02,MC1,Fwd Spring
20.0,N,,68,180k,Berth 02,MC1,Fwd Spring
20.0,NNE,,88,180k,Berth 02,MC1,Fwd Spring
20.0,NE,,101,180k,Berth 02,MC1,Fwd Spring
20.0,ENE,,96,180k,Berth 02,MC1,Fwd Spring
20.0,E,,91,180k,Berth 02,MC1,Fwd Spring
20.0,ESE,,83,180k,Berth 02,MC1,Fwd Spring
20.0,SE,,83,180k,Berth 02,MC1,Fwd Spring
20.0,SSE,,87,180k,Berth 02,MC1,Fwd Spring
20.0,S,,104,180k,Berth 02,MC1,Fwd Spring
20.0,SSW,,111,180k,Berth 02,MC1,Fwd Spring
20.0,SW,,110,180k,Berth 02,MC1,Fwd Spring
20.0,WSW,,91,180k,Berth 02,MC1,Fwd Spring
20.0,W,,82,180k,Berth 02,MC1,Fwd Spring
20.0,WNW,,70,180k,Berth 02,MC1,Fwd Spring
20.0,NW,,72,180k,Berth 02,MC1,Fwd Spring
20.0,NNW,,74,180k,Berth 02,MC1,Fwd Spring
20.0,NE,1,176,180k,Berth 02,MC1,Fwd Spring
20.0,NE,2,79,180k,Berth 02,MC1,Fwd Spring
20.0,NE,3,87,180k,Berth 02,MC1,Fwd Spring
20.0,NE,4,109,180k,Berth 02,MC1,Fwd Spring
20.0,NE,5,144,180k,Berth 02,MC1,Fwd Spring
20.0,NE,6,168,180k,Berth 02,MC1,Fwd Spring
20.0,NE,7,195,180k,Berth 02,MC1,Fwd Spring
9.0,E,8,104,180k,Berth 02,MC1,Fwd Spring
9.0,E,9,147,180k,Berth 02,MC1,Fwd Spring
9.0,E,10,158,180k,Berth 02,MC1,Fwd Spring
30.0,N,,50,180k,Berth 02,MC1,Aft Spring
30.0,NNE,,45,180k,Berth 02,MC1,Aft Spring
30.0,NE,,43,180k,Berth 02,MC1,Aft Spring
30.0,ENE,,49,180k,Berth 02,MC1,Aft Spring
30.0,E,,72,180k,Berth 02,MC1,Aft Spring
30.0,ESE,,152,180k,Berth 02,MC1,Aft Spring
30.0,SE,,213,180k,Berth 02,MC1,Aft Spring
30.0,SSE,,231,180k,Berth 02,MC1,Aft Spring
30.0,S,,207,180k,Berth 02,MC1,Aft Spring
30.0,SSW,,156,180k,Berth 02,MC1,Aft Spring
30.0,SW,,137,180k,Berth 02,MC1,Aft Spring
30.0,WSW,,118,180k,Berth 02,MC1,Aft Spring
30.0,W,,98,180k,Berth 02,MC1,Aft Spring
30.0,WNW,,76,180k,Berth 02,MC1,Aft Spring
30.0,NW,,59,180k,Berth 02,MC1,Aft Spring
30.0,NNW,,54,180k,Berth 02,MC1,Aft Spring
20.0,N,,54,180k,Berth 02,MC1,Aft Spring
20.0,NNE,,55,180k,Berth 02,MC1,Aft Spring
20.0,NE,,54,180k,Berth 02,MC1,Aft Spring
20.0,ENE,,60,180k,Berth 02,MC1,Aft Spring
20.0,E,,71,180k,Berth 02,MC1,Aft Spring
20.0,ESE,,99,180k,Berth 02,MC1,Aft Spring
20.0,SE,,131,180k,Berth 02,MC1,Aft Spring
20.0,SSE,,151,180k,Berth 02,MC1,Aft Spring
20.0,S,,136,180k,Berth 02,MC1,Aft Spring
20.0,SSW,,115,180k,Berth 02,MC1,Aft Spring
20.0,SW,,111,180k,Berth 02,MC1,Aft Spring
20.0,WSW,,103,180k,Berth 02,MC1,Aft Spring
20.0,W,,94,180k,Berth 02,MC1,Aft Spring
20.0,WNW,,76,180k,Berth 02,MC1,Aft Spring
20.0,NW,,63,180k,Berth 02,MC1,Aft Spring
20.0,NNW,,58,180k,Berth 02,MC1,Aft Spring
20.0,NE,1,120,180k,Berth 02,MC1,Aft Spring
20.0,NE,2,58,180k,Berth 02,MC1,Aft Spring
20.0,NE,3,59,180k,Berth 02,MC1,Aft Spring
20.0,NE,4,67,180k,Berth 02,MC1,Aft Spring
20.0,NE,5,101,180k,Berth 02,MC1,Aft Spring
20.0,NE,6,94,180k,Berth 02,MC1,Aft Spring
20.0,NE,7,108,180k,Berth 02,MC1,Aft Spring
9.0,E,8,88,180k,Berth 02,MC1,Aft Spring
9.0,E,9,125,180k,Berth 02,MC1,Aft Spring
9.0,E,10,150,180k,Berth 02,MC1,Aft Spring
30.0,N,,80,180k,Berth 02,MC1,Stern
30.0,NNE,,80,180k,Berth 02,MC1,Stern
30.0,NE,,76,180k,Berth 02,MC1,Stern
30.0,ENE,,79,180k,Berth 02,MC1,Stern
30.0,E,,113,180k,Berth 02,MC1,Stern
30.0,ESE,,258,180k,Berth 02,MC1,Stern
30.0,SE,,342,180k,Berth 02,MC1,Stern
30.0,SSE,,376,180k,Berth 02,MC1,Stern
30.0,S,,413,180k,Berth 02,MC1,Stern
30.0,SSW,,343,180k,Berth 02,MC1,Stern
30.0,SW,,302,180k,Berth 02,MC1,Stern
30.0,WSW,,167,180k,Berth 02,MC1,Stern
30.0,W,,109,180k,Berth 02,MC1,Stern
30.0,WNW,,85,180k,Berth 02,MC1,Stern
30.0,NW,,78,180k,Berth 02,MC1,Stern
30.0,NNW,,81,180k,Berth 02,MC1,Stern
20.0,N,,81,180k,Berth 02,MC1,Stern
20.0,NNE,,83,180k,Berth 02,MC1,Stern
20.0,NE,,88,180k,Berth 02,MC1,Stern
20.0,ENE,,90,180k,Berth 02,MC1,Stern
20.0,E,,103,180k,Berth 02,MC1,Stern
20.0,ESE,,149,180k,Berth 02,MC1,Stern
20.0,SE,,194,180k,Berth 02,MC1,Stern
20.0,SSE,,202,180k,Berth 02,MC1,Stern
20.0,S,,208,180k,Berth 02,MC1,Stern
20.0,SSW,,182,180k,Berth 02,MC1,Stern
20.0,SW,,160,180k,Berth 02,MC1,Stern
20.0,WSW,,110,180k,Berth 02,MC1,Stern
20.0,W,,100,180k,Berth 02,MC1,Stern
20.0,WNW,,104,180k,Berth 02,MC1,Stern
20.0,NW,,89,180k,Berth 02,MC1,Stern
20.0,NNW,,89,180k,Berth 02,MC1,Stern
20.0,NE,1,192,180k,Berth 02,MC1,Stern
20.0,NE,2,94,180k,Berth 02,MC1,Stern
20.0,NE,3,97,180k,Berth 02,MC1,Stern
20.0,NE,4,130,180k,Berth 02,MC1,Stern
20.0,NE,5,162,180k,Berth 02,MC1,Stern
20.0,NE,6,170,180k,Berth 02,MC1,Stern
20.0,NE,7,205,180k,Berth 02,MC1,Stern
9.0,E,8,123,180k,Berth 02,MC1,Stern
9.0,E,9,169,180k,Berth 02,MC1,Stern
9.0,E,10,189,180k,Berth 02,MC1,Stern
30.0,N,,114,180k,Berth 02,MC2,Bow
30.0,NNE,,120,180k,Berth 02,MC2,Bow
30.0,NE,,136,180k,Berth 02,MC2,Bow
30.0,ENE,,94,180k,Berth 02,MC2,Bow
30.0,E,,121,180k,Berth 02,MC2,Bow
30.0,ESE,,143,180k,Berth 02,MC2,Bow
30.0,SE,,249,180k,Berth 02,MC2,Bow
30.0,SSE,,317,180k,Berth 02,MC2,Bow
30.0,S,,369,180k,Berth 02,MC2,Bow
30.0,SSW,,386,180k,Berth 02,MC2,Bow
30.0,SW,,334,180k,Berth 02,MC2,Bow
30.0,WSW,,206,180k,Berth 02,MC2,Bow
30.0,W,,122,180k,Berth 02,MC2,Bow
30.0,WNW,,117,180k,Berth 02,MC2,Bow
30.0,NW,,108,180k,Berth 02,MC2,Bow
30.0,NNW,,109,180k,Berth 02,MC2,Bow
20.0,N,,122,180k,Berth 02,MC2,Bow
20.0,NNE,,155,180k,Berth 02,MC2,Bow
20.0,NE,,143,180k,Berth 02,MC2,Bow
20.0,ENE,,116,180k,Berth 02,MC2,Bow
20.0,E,,123,180k,Berth 02,MC2,Bow
20.0,ESE,,92,180k,Berth 02,MC2,Bow
20.0,SE,,128,180k,Berth 02,MC2,Bow
20.0,SSE,,158,180k,Berth 02,MC2,Bow
20.0,S,,191,180k,Berth 02,MC2,Bow
20.0,SSW,,203,180k,Berth 02,MC2,Bow
20.0,SW,,189,180k,Berth 02,MC2,Bow
20.0,WSW,,141,180k,Berth 02,MC2,Bow
20.0,W,,127,180k,Berth 02,MC2,Bow
20.0,WNW,,121,180k,Berth 02,MC2,Bow
20.0,NW,,119,180k,Berth 02,MC2,Bow
20.0,NNW,,130,180k,Berth 02,MC2,Bow
20.0,NE,1,207,180k,Berth 02,MC2,Bow
20.0,NE,2,114,180k,Berth 02,MC2,Bow
20.0,NE,3,150,180k,Berth 02,MC2,Bow
20.0,NE,4,153,180k,Berth 02,MC2,Bow
20.0,NE,5,179,180k,Berth 02,MC2,Bow
20.0,NE,6,197,180k,Berth 02,MC2,Bow
20.0,NE,7,243,180k,Berth 02,MC2,Bow
9.0,E,8,155,180k,Berth 02,MC2,Bow
9.0,E,9,160,180k,Berth 02,MC2,Bow
9.0,E,10,228,180k,Berth 02,MC2,Bow
30.0,N,,72,180k,Berth 02,MC2,Fwd Spring
30.0,NNE,,82,180k,Berth 02,MC2,Fwd Spring
30.0,NE,,114,180k,Berth 02,MC2,Fwd Spring
30.0,ENE,,91,180k,Berth 02,MC2,Fwd Spring
30.0,E,,124,180k,Berth 02,MC2,Fwd Spring
30.0,ESE,,113,180k,Berth 02,MC2,Fwd Spring
30.0,SE,,155,180k,Berth 02,MC2,Fwd Spring
30.0,SSE,,232,180k,Berth 02,MC2,Fwd Spring
30.0,S,,238,180k,Berth 02,MC2,Fwd Spring
30.0,SSW,,160,180k,Berth 02,MC2,Fwd Spring
30.0,SW,,213,180k,Berth 02,MC2,Fwd Spring
30.0,WSW,,114,180k,Berth 02,MC2,Fwd Spring
30.0,W,,70,180k,Berth 02,MC2,Fwd Spring
30.0,WNW,,61,180k,Berth 02,MC2,Fwd Spring
30.0,NW,,60,180k,Berth 02,MC2,Fwd Spring
30.0,NNW,,63,180k,Berth 02,MC2,Fwd Spring
20.0,N,,78,180k,Berth 02,MC2,Fwd Spring
20.0,NNE,,103,180k,Berth 02,MC2,Fwd Spring
20.0,NE,,105,180k,Berth 02,MC2,Fwd Spring
20.0,ENE,,104,180k,Berth 02,MC2,Fwd Spring
20.0,E,,113,180k,Berth 02,MC2,Fwd Spring
20.0,ESE,,88,180k,Berth 02,MC2,Fwd Spring
20.0,SE,,97,180k,Berth 02,MC2,Fwd Spring
20.0,SSE,,97,180k,Berth 02,MC2,Fwd Spring
20.0,S,,122,180k,Berth 02,MC2,Fwd Spring
20.0,SSW,,143,180k,Berth 02,MC2,Fwd Spring
20.0,SW,,123,180k,Berth 02,MC2,Fwd Spring
20.0,WSW,,105,180k,Berth 02,MC2,Fwd Spring
20.0,W,,78,180k,Berth 02,MC2,Fwd Spring
20.0,WNW,,71,180k,Berth 02,MC2,Fwd Spring
20.0,NW,,66,180k,Berth 02,MC2,Fwd Spring
20.0,NNW,,80,180k,Berth 02,MC2,Fwd Spring
20.0,NE,1,181,180k,Berth 02,MC2,Fwd Spring
20.0,NE,2,88,180k,Berth 02,MC2,Fwd Spring
20.0,NE,3,102,180k,Berth 02,MC2,Fwd Spring
20.0,NE,4,106,180k,Berth 02,MC2,Fwd Spring
20.0,NE,5,148,180k,Berth 02,MC2,Fwd Spring
20.0,NE,6,181,180k,Berth 02,MC2,Fwd Spring
20.0,NE,7,193,180k,Berth 02,MC2,Fwd Spring
9.0,E,8,105,180k,Berth 02,MC2,Fwd Spring
9.0,E,9,144,180k,Berth 02,MC2,Fwd Spring
9.0,E,10,185,180k,Berth 02,MC2,Fwd Spring
30.0,N,,48,180k,Berth 02,MC2,Aft Spring
30.0,NNE,,43,180k,Berth 02,MC2,Aft Spring
30.0,NE,,43,180k,Berth 02,MC2,Aft Spring
30.0,ENE,,40,180k,Berth 02,MC2,Aft Spring
30.0,E,,62,180k,Berth 02,MC2,Aft Spring
30.0,ESE,,143,180k,Berth 02,MC2,Aft Spring
30.0,SE,,192,180k,Berth 02,MC2,Aft Spring
30.0,SSE,,229,180k,Berth 02,MC2,Aft Spring
30.0,S,,185,180k,Berth 02,MC2,Aft Spring
30.0,SSW,,129,180k,Berth 02,MC2,Aft Spring
30.0,SW,,144,180k,Berth 02,MC2,Aft Spring
30.0,WSW,,98,180k,Berth 02,MC2,Aft Spring
30.0,W,,98,180k,Berth 02,MC2,Aft Spring
30.0,WNW,,67,180k,Berth 02,MC2,Aft Spring
30.0,NW,,60,180k,Berth 02,MC2,Aft Spring
30.0,NNW,,50,180k,Berth 02,MC2,Aft Spring
20.0,N,,55,180k,Berth 02,MC2,Aft Spring
20.0,NNE,,50,180k,Berth 02,MC2,Aft Spring
20.0,NE,,54,180k,Berth 02,MC2,Aft Spring
20.0,ENE,,52,180k,Berth 02,MC2,Aft Spring
20.0,E,,64,180k,Berth 02,MC2,Aft Spring
20.0,ESE,,92,180k,Berth 02,MC2,Aft Spring
20.0,SE,,119,180k,Berth 02,MC2,Aft Spring
20.0,SSE,,123,180k,Berth 02,MC2,Aft Spring
20.0,S,,119,180k,Berth 02,MC2,Aft Spring
20.0,SSW,,106,180k,Berth 02,MC2,Aft Spring
20.0,SW,,90,180k,Berth 02,MC2,Aft Spring
20.0,WSW,,85,180k,Berth 02,MC2,Aft Spring
20.0,W,,81,180k,Berth 02,MC2,Aft Spring
20.0,WNW,,71,180k,Berth 02,MC2,Aft Spring
20.0,NW,,61,180k,Berth 02,MC2,Aft Spring
20.0,NNW,,61,180k,Berth 02,MC2,Aft Spring
20.0,NE,1,104,180k,Berth 02,MC2,Aft Spring
20.0,NE,2,52,180k,Berth 02,MC2,Aft Spring
20.0,NE,3,54,180k,Berth 02,MC2,Aft Spring
20.0,NE,4,67,180k,Berth 02,MC2,Aft Spring
20.0,NE,5,83,180k,Berth 02,MC2,Aft Spring
20.0,NE,6,89,180k,Berth 02,MC2,Aft Spring
20.0,NE,7,116,180k,Berth 02,MC2,Aft Spring
9.0,E,8,76,180k,Berth 02,MC2,Aft Spring
9.0,E,9,108,180k,Berth 02,MC2,Aft Spring
9.0,E,10,129,180k,Berth 02,MC2,Aft Spring
30.0,N,,75,180k,Berth 02,MC2,Stern
30.0,NNE,,72,180k,Berth 02,MC2,Stern
30.0,NE,,68,180k,Berth 02,MC2,Stern
30.0,ENE,,72,180k,Berth 02,MC2,Stern
30.0,E,,101,180k,Berth 02,MC2,Stern
30.0,ESE,,236,180k,Berth 02,MC2,Stern
30.0,SE,,336,180k,Berth 02,MC2,Stern
30.0,SSE,,378,180k,Berth 02,MC2,Stern
30.0,S,,362,180k,Berth 02,MC2,Stern
30.0,SSW,,329,180k,Berth 02,MC2,Stern
30.0,SW,,279,180k,Berth 02,MC2,Stern
30.0,WSW,,160,180k,Berth 02,MC2,Stern
30.0,W,,104,180k,Berth 02,MC2,Stern
30.0,WNW,,85,180k,Berth 02,MC2,Stern
30.0,NW,,75,180k,Berth 02,MC2,Stern
30.0,NNW,,70,180k,Berth 02,MC2,Stern
20.0,N,,81,180k,Berth 02,MC2,Stern
20.0,NNE,,78,180k,Berth 02,MC2,Stern
20.0,NE,,83,180k,Berth 02,MC2,Stern
20.0,ENE,,87,180k,Berth 02,MC2,Stern
20.0,E,,93,180k,Berth 02,MC2,Stern
20.0,ESE,,138,180k,Berth 02,MC2,Stern
20.0,SE,,175,180k,Berth 02,MC2,Stern
20.0,SSE,,191,180k,Berth 02,MC2,Stern
20.0,S,,194,180k,Berth 02,MC2,Stern
20.0,SSW,,176,180k,Berth 02,MC2,Stern
20.0,SW,,159,180k,Berth 02,MC2,Stern
20.0,WSW,,104,180k,Berth 02,MC2,Stern
20.0,W,,112,180k,Berth 02,MC2,Stern
20.0,WNW,,101,180k,Berth 02,MC2,Stern
20.0,NW,,91,180k,Berth 02,MC2,Stern
20.0,NNW,,89,180k,Berth 02,MC2,Stern
20.0,NE,1,156,180k,Berth 02,MC2,Stern
20.0,NE,2,92,180k,Berth 02,MC2,Stern
20.0,NE,3,94,180k,Berth 02,MC2,Stern
20.0,NE,4,104,180k,Berth 02,MC2,Stern
20.0,NE,5,150,180k,Berth 02,MC2,Stern
20.0,NE,6,151,180k,Berth 02,MC2,Stern
20.0,NE,7,196,180k,Berth 02,MC2,Stern
9.0,E,8,126,180k,Berth 02,MC2,Stern
9.0,E,9,129,180k,Berth 02,MC2,Stern
9.0,E,10,221,180k,Berth 02,MC2,Stern
30.0,N,,292,180k,Berth 03,MC1,Bow
30.0,NNE,,249,180k,Berth 03,MC1,Bow
30.0,NE,,192,180k,Berth 03,MC1,Bow
30.0,ENE,,98,180k,Berth 03,MC1,Bow
30.0,E,,79,180k,Berth 03,MC1,Bow
30.0,ESE,,78,180k,Berth 03,MC1,Bow
30.0,SE,,84,180k,Berth 03,MC1,Bow
30.0,SSE,,79,180k,Berth 03,MC1,Bow
30.0,S,,74,180k,Berth 03,MC1,Bow
30.0,SSW,,69,180k,Berth 03,MC1,Bow
30.0,SW,,73,180k,Berth 03,MC1,Bow
30.0,WSW,,83,180k,Berth 03,MC1,Bow
30.0,W,,96,180k,Berth 03,MC1,Bow
30.0,WNW,,141,180k,Berth 03,MC1,Bow
30.0,NW,,242,180k,Berth 03,MC1,Bow
30.0,NNW,,291,180k,Berth 03,MC1,Bow
20.0,N,,146,180k,Berth 03,MC1,Bow
20.0,NNE,,133,180k,Berth 03,MC1,Bow
20.0,NE,,100,180k,Berth 03,MC1,Bow
20.0,ENE,,81,180k,Berth 03,MC1,Bow
20.0,E,,86,180k,Berth 03,MC1,Bow
20.0,ESE,,95,180k,Berth 03,MC1,Bow
20.0,SE,,86,180k,Berth 03,MC1,Bow
20.0,SSE,,83,180k,Berth 03,MC1,Bow
20.0,S,,82,180k,Berth 03,MC1,Bow
20.0,SSW,,79,180k,Berth 03,MC1,Bow
20.0,SW,,83,180k,Berth 03,MC1,Bow
20.0,WSW,,79,180k,Berth 03,MC1,Bow
20.0,W,,90,180k,Berth 03,MC1,Bow
20.0,WNW,,93,180k,Berth 03,MC1,Bow
20.0,NW,,133,180k,Berth 03,MC1,Bow
20.0,NNW,,147,180k,Berth 03,MC1,Bow
20.0,NE,1,163,180k,Berth 03,MC1,Bow
20.0,NE,2,127,180k,Berth 03,MC1,Bow
20.0,NE,3,210,180k,Berth 03,MC1,Bow
20.0,NE,4,286,180k,Berth 03,MC1,Bow
20.0,NE,5,163,180k,Berth 03,MC1,Bow
20.0,NE,6,219,180k,Berth 03,MC1,Bow
20.0,NE,7,306,180k,Berth 03,MC1,Bow
9.0,E,8,131,180k,Berth 03,MC1,Bow
9.0,E,9,172,180k,Berth 03,MC1,Bow
9.0,E,10,161,180k,Berth 03,MC1,Bow
30.0,N,,246,180k,Berth 03,MC1,Fwd Spring
30.0,NNE,,240,180k,Berth 03,MC1,Fwd Spring
30.0,NE,,190,180k,Berth 03,MC1,Fwd Spring
30.0,ENE,,93,180k,Berth 03,MC1,Fwd Spring
30.0,E,,80,180k,Berth 03,MC1,Fwd Spring
30.0,ESE,,84,180k,Berth 03,MC1,Fwd Spring
30.0,SE,,75,180k,Berth 03,MC1,Fwd Spring
30.0,SSE,,60,180k,Berth 03,MC1,Fwd Spring
30.0,S,,51,180k,Berth 03,MC1,Fwd Spring
30.0,SSW,,46,180k,Berth 03,MC1,Fwd Spring
30.0,SW,,43,180k,Berth 03,MC1,Fwd Spring
30.0,WSW,,43,180k,Berth 03,MC1,Fwd Spring
30.0,W,,49,180k,Berth 03,MC1,Fwd Spring
30.0,WNW,,101,180k,Berth 03,MC1,Fwd Spring
30.0,NW,,191,180k,Berth 03,MC1,Fwd Spring
30.0,NNW,,226,180k,Berth 03,MC1,Fwd Spring
20.0,N,,122,180k,Berth 03,MC1,Fwd Spring
20.0,NNE,,114,180k,Berth 03,MC1,Fwd Spring
20.0,NE,,94,180k,Berth 03,MC1,Fwd Spring
20.0,ENE,,66,180k,Berth 03,MC1,Fwd Spring
20.0,E,,68,180k,Berth 03,MC1,Fwd Spring
20.0,ESE,,77,180k,Berth 03,MC1,Fwd Spring
20.0,SE,,69,180k,Berth 03,MC1,Fwd Spring
20.0,SSE,,65,180k,Berth 03,MC1,Fwd Spring
20.0,S,,57,180k,Berth 03,MC1,Fwd Spring
20.0,SSW,,56,180k,Berth 03,MC1,Fwd Spring
20.0,SW,,56,180k,Berth 03,MC1,Fwd Spring
20.0,WSW,,51,180k,Berth 03,MC1,Fwd Spring
20.0,W,,57,180k,Berth 03,MC1,Fwd Spring
20.0,WNW,,73,180k,Berth 03,MC1,Fwd Spring
20.0,NW,,107,180k,Berth 03,MC1,Fwd Spring
20.0,NNW,,117,180k,Berth 03,MC1,Fwd Spring
20.0,NE,1,152,180k,Berth 03,MC1,Fwd Spring
20.0,NE,2,122,180k,Berth 03,MC1,Fwd Spring
20.0,NE,3,169,180k,Berth 03,MC1,Fwd Spring
20.0,NE,4,231,180k,Berth 03,MC1,Fwd Spring
20.0,NE,5,146,180k,Berth 03,MC1,Fwd Spring
20.0,NE,6,190,180k,Berth 03,MC1,Fwd Spring
20.0,NE,7,275,180k,Berth 03,MC1,Fwd Spring
9.0,E,8,88,180k,Berth 03,MC1,Fwd Spring
9.0,E,9,149,180k,Berth 03,MC1,Fwd Spring
9.0,E,10,180,180k,Berth 03,MC1,Fwd Spring
30.0,N,,470,180k,Berth 03,MC1,Aft Spring
30.0,NNE,,534,180k,Berth 03,MC1,Aft Spring
30.0,NE,,457,180k,Berth 03,MC1,Aft Spring
30.0,ENE,,253,180k,Berth 03,MC1,Aft Spring
30.0,E,,71,180k,Berth 03,MC1,Aft Spring
30.0,ESE,,46,180k,Berth 03,MC1,Aft Spring
30.0,SE,,43,180k,Berth 03,MC1,Aft Spring
30.0,SSE,,47,180k,Berth 03,MC1,Aft Spring
30.0,S,,51,180k,Berth 03,MC1,Aft Spring
30.0,SSW,,56,180k,Berth 03,MC1,Aft Spring
30.0,SW,,75,180k,Berth 03,MC1,Aft Spring
30.0,WSW,,93,180k,Berth 03,MC1,Aft Spring
30.0,W,,146,180k,Berth 03,MC1,Aft Spring
30.0,WNW,,188,180k,Berth 03,MC1,Aft Spring
30.0,NW,,350,180k,Berth 03,MC1,Aft Spring
30.0,NNW,,401,180k,Berth 03,MC1,Aft Spring
20.0,N,,260,180k,Berth 03,MC1,Aft Spring
20.0,NNE,,291,180k,Berth 03,MC1,Aft Spring
20.0,NE,,227,180k,Berth 03,MC1,Aft Spring
20.0,ENE,,143,180k,Berth 03,MC1,Aft Spring
20.0,E,,69,180k,Berth 03,MC1,Aft Spring
20.0,ESE,,61,180k,Berth 03,MC1,Aft Spring
20.0,SE,,56,180k,Berth 03,MC1,Aft Spring
20.0,SSE,,55,180k,Berth 03,MC1,Aft Spring
20.0,S,,62,180k,Berth 03,MC1,Aft Spring
20.0,SSW,,65,180k,Berth 03,MC1,Aft Spring
20.0,SW,,89,180k,Berth 03,MC1,Aft Spring
20.0,WSW,,86,180k,Berth 03,MC1,Aft Spring
20.0,W,,123,180k,Berth 03,MC1,Aft Spring
20.0,WNW,,141,180k,Berth 03,MC1,Aft Spring
20.0,NW,,207,180k,Berth 03,MC1,Aft Spring
20.0,NNW,,226,180k,Berth 03,MC1,Aft Spring
20.0,NE,1,355,180k,Berth 03,MC1,Aft Spring
20.0,NE,2,285,180k,Berth 03,MC1,Aft Spring
20.0,NE,3,409,180k,Berth 03,MC1,Aft Spring
20.0,NE,4,510,180k,Berth 03,MC1,Aft Spring
20.0,NE,5,345,180k,Berth 03,MC1,Aft Spring
20.0,NE,6,425,180k,Berth 03,MC1,Aft Spring
20.0,NE,7,561,180k,Berth 03,MC1,Aft Spring
9.0,E,8,153,180k,Berth 03,MC1,Aft Spring
9.0,E,9,243,180k,Berth 03,MC1,Aft Spring
9.0,E,10,296,180k,Berth 03,MC1,Aft Spring
30.0,N,,325,180k,Berth 03,MC1,Stern
30.0,NNE,,325,180k,Berth 03,MC1,Stern
30.0,NE,,289,180k,Berth 03,MC1,Stern
30.0,ENE,,200,180k,Berth 03,MC1,Stern
30.0,E,,86,180k,Berth 03,MC1,Stern
30.0,ESE,,68,180k,Berth 03,MC1,Stern
30.0,SE,,61,180k,Berth 03,MC1,Stern
30.0,SSE,,60,180k,Berth 03,MC1,Stern
30.0,S,,54,180k,Berth 03,MC1,Stern
30.0,SSW,,56,180k,Berth 03,MC1,Stern
30.0,SW,,63,180k,Berth 03,MC1,Stern
30.0,WSW,,63,180k,Berth 03,MC1,Stern
30.0,W,,87,180k,Berth 03,MC1,Stern
30.0,WNW,,129,180k,Berth 03,MC1,Stern
30.0,NW,,239,180k,Berth 03,MC1,Stern
30.0,NNW,,303,180k,Berth 03,MC1,Stern
