WindSpeed,WindDirection,WaveCondition,Tension,Vessel,Berth,MC,ML
20.0,NE,6,87,250k,Berth 04,MC1,Aft Spring
20.0,NE,7,102,250k,Berth 04,MC1,Aft Spring
9.0,E,8,72,250k,Berth 04,MC1,Aft Spring
9.0,E,9,82,250k,Berth 04,MC1,Aft Spring
9.0,E,10,99,250k,Berth 04,MC1,Aft Spring
30.0,N,,77,250k,Berth 04,MC1,Stern
30.0,NNE,,79,250k,Berth 04,MC1,Stern
30.0,NE,,86,250k,Berth 04,MC1,Stern
30.0,ENE,,124,250k,Berth 04,MC1,Stern
30.0,E,,135,250k,Berth 04,MC1,Stern
30.0,ESE,,197,250k,Berth 04,MC1,Stern
30.0,SE,,314,250k,Berth 04,MC1,Stern
30.0,SSE,,317,250k,Berth 04,MC1,Stern
30.0,S,,289,250k,Berth 04,MC1,Stern
30.0,SSW,,271,250k,Berth 04,MC1,Stern
30.0,SW,,234,250k,Berth 04,MC1,Stern
30.0,WSW,,144,250k,Berth 04,MC1,Stern
30.0,W,,148,250k,Berth 04,MC1,Stern
30.0,WNW,,144,250k,Berth 04,MC1,Stern
30.0,NW,,88,250k,Berth 04,MC1,Stern
30.0,NNW,,77,250k,Berth 04,MC1,Stern
20.0,N,,130,250k,Berth 04,MC1,Stern
20.0,NNE,,123,250k,Berth 04,MC1,Stern
20.0,NE,,124,250k,Berth 04,MC1,Stern
20.0,ENE,,136,250k,Berth 04,MC1,Stern
20.0,E,,131,250k,Berth 04,MC1,Stern
20.0,ESE,,168,250k,Berth 04,MC1,Stern
20.0,SE,,169,250k,Berth 04,MC1,Stern
20.0,SSE,,165,250k,Berth 04,MC1,Stern
20.0,S,,137,250k,Berth 04,MC1,Stern
20.0,SSW,,146,250k,Berth 04,MC1,Stern
20.0,SW,,138,250k,Berth 04,MC1,Stern
20.0,WSW,,146,250k,Berth 04,MC1,Stern
20.0,W,,159,250k,Berth 04,MC1,Stern
20.0,WNW,,138,250k,Berth 04,MC1,Stern
20.0,NW,,149,250k,Berth 04,MC1,Stern
20.0,NNW,,137,250k,Berth 04,MC1,Stern
20.0,NE,1,282,250k,Berth 04,MC1,Stern
20.0,NE,2,98,250k,Berth 04,MC1,Stern
20.0,NE,3,131,250k,Berth 04,MC1,Stern
20.0,NE,4,145,250k,Berth 04,MC1,Stern
20.0,NE,5,180,250k,Berth 04,MC1,Stern
20.0,NE,6,232,250k,Berth 04,MC1,Stern
20.0,NE,7,267,250k,Berth 04,MC1,Stern
9.0,E,8,177,250k,Berth 04,MC1,Stern
9.0,E,9,244,250k,Berth 04,MC1,Stern
9.0,E,10,327,250k,Berth 04,MC1,Stern
30.0,N,,71,250k,Berth 04,MC2,Bow
30.0,NNE,,75,250k,Berth 04,MC2,Bow
30.0,NE,,89,250k,Berth 04,MC2,Bow
30.0,ENE,,125,250k,Berth 04,MC2,Bow
30.0,E,,132,250k,Berth 04,MC2,Bow
30.0,ESE,,127,250k,Berth 04,MC2,Bow
30.0,SE,,194,250k,Berth 04,MC2,Bow
30.0,SSE,,220,250k,Berth 04,MC2,Bow
30.0,S,,299,250k,Berth 04,MC2,Bow
30.0,SSW,,250,250k,Berth 04,MC2,Bow
30.0,SW,,215,250k,Berth 04,MC2,Bow
30.0,WSW,,173,250k,Berth 04,MC2,Bow
30.0,W,,133,250k,Berth 04,MC2,Bow
30.0,WNW,,105,250k,Berth 04,MC2,Bow
30.0,NW,,78,250k,Berth 04,MC2,Bow
30.0,NNW,,73,250k,Berth 04,MC2,Bow
20.0,N,,101,250k,Berth 04,MC2,Bow
20.0,NNE,,122,250k,Berth 04,MC2,Bow
20.0,NE,,106,250k,Berth 04,MC2,Bow
20.0,ENE,,106,250k,Berth 04,MC2,Bow
20.0,E,,143,250k,Berth 04,MC2,Bow
20.0,ESE,,103,250k,Berth 04,MC2,Bow
20.0,SE,,133,250k,Berth 04,MC2,Bow
20.0,SSE,,130,250k,Berth 04,MC2,Bow
20.0,S,,157,250k,Berth 04,MC2,Bow
20.0,SSW,,154,250k,Berth 04,MC2,Bow
20.0,SW,,180,250k,Berth 04,MC2,Bow
20.0,WSW,,139,250k,Berth 04,MC2,Bow
20.0,W,,118,250k,Berth 04,MC2,Bow
20.0,WNW,,109,250k,Berth 04,MC2,Bow
20.0,NW,,104,250k,Berth 04,MC2,Bow
20.0,NNW,,103,250k,Berth 04,MC2,Bow
20.0,NE,1,180,250k,Berth 04,MC2,Bow
20.0,NE,2,69,250k,Berth 04,MC2,Bow
20.0,NE,3,84,250k,Berth 04,MC2,Bow
20.0,NE,4,98,250k,Berth 04,MC2,Bow
20.0,NE,5,142,250k,Berth 04,MC2,Bow
20.0,NE,6,172,250k,Berth 04,MC2,Bow
20.0,NE,7,184,250k,Berth 04,MC2,Bow
9.0,E,8,179,250k,Berth 04,MC2,Bow
9.0,E,9,258,250k,Berth 04,MC2,Bow
9.0,E,10,341,250k,Berth 04,MC2,Bow
30.0,N,,51,250k,Berth 04,MC2,Fwd Spring
30.0,NNE,,59,250k,Berth 04,MC2,Fwd Spring
30.0,NE,,71,250k,Berth 04,MC2,Fwd Spring
30.0,ENE,,87,250k,Berth 04,MC2,Fwd Spring
30.0,E,,83,250k,Berth 04,MC2,Fwd Spring
30.0,ESE,,68,250k,Berth 04,MC2,Fwd Spring
30.0,SE,,69,250k,Berth 04,MC2,Fwd Spring
30.0,SSE,,87,250k,Berth 04,MC2,Fwd Spring
30.0,S,,109,250k,Berth 04,MC2,Fwd Spring
30.0,SSW,,100,250k,Berth 04,MC2,Fwd Spring
30.0,SW,,90,250k,Berth 04,MC2,Fwd Spring
30.0,WSW,,51,250k,Berth 04,MC2,Fwd Spring
30.0,W,,35,250k,Berth 04,MC2,Fwd Spring
30.0,WNW,,33,250k,Berth 04,MC2,Fwd Spring
30.0,NW,,38,250k,Berth 04,MC2,Fwd Spring
30.0,NNW,,44,250k,Berth 04,MC2,Fwd Spring
20.0,N,,58,250k,Berth 04,MC2,Fwd Spring
20.0,NNE,,64,250k,Berth 04,MC2,Fwd Spring
20.0,NE,,65,250k,Berth 04,MC2,Fwd Spring
20.0,ENE,,71,250k,Berth 04,MC2,Fwd Spring
20.0,E,,71,250k,Berth 04,MC2,Fwd Spring
20.0,ESE,,62,250k,Berth 04,MC2,Fwd Spring
20.0,SE,,59,250k,Berth 04,MC2,Fwd Spring
20.0,SSE,,60,250k,Berth 04,MC2,Fwd Spring
20.0,S,,61,250k,Berth 04,MC2,Fwd Spring
20.0,SSW,,68,250k,Berth 04,MC2,Fwd Spring
20.0,SW,,61,250k,Berth 04,MC2,Fwd Spring
20.0,WSW,,52,250k,Berth 04,MC2,Fwd Spring
20.0,W,,48,250k,Berth 04,MC2,Fwd Spring
20.0,WNW,,45,250k,Berth 04,MC2,Fwd Spring
20.0,NW,,53,250k,Berth 04,MC2,Fwd Spring
20.0,NNW,,54,250k,Berth 04,MC2,Fwd Spring
20.0,NE,1,89,250k,Berth 04,MC2,Fwd Spring
20.0,NE,2,63,250k,Berth 04,MC2,Fwd Spring
20.0,NE,3,68,250k,Berth 04,MC2,Fwd Spring
20.0,NE,4,76,250k,Berth 04,MC2,Fwd Spring
20.0,NE,5,87,250k,Berth 04,MC2,Fwd Spring
20.0,NE,6,98,250k,Berth 04,MC2,Fwd Spring
20.0,NE,7,113,250k,Berth 04,MC2,Fwd Spring
9.0,E,8,73,250k,Berth 04,MC2,Fwd Spring
9.0,E,9,84,250k,Berth 04,MC2,Fwd Spring
9.0,E,10,95,250k,Berth 04,MC2,Fwd Spring
30.0,N,,48,250k,Berth 04,MC2,Aft Spring
30.0,NNE,,41,250k,Berth 04,MC2,Aft Spring
30.0,NE,,36,250k,Berth 04,MC2,Aft Spring
30.0,ENE,,33,250k,Berth 04,MC2,Aft Spring
30.0,E,,43,250k,Berth 04,MC2,Aft Spring
30.0,ESE,,57,250k,Berth 04,MC2,Aft Spring
30.0,SE,,84,250k,Berth 04,MC2,Aft Spring
30.0,SSE,,100,250k,Berth 04,MC2,Aft Spring
30.0,S,,111,250k,Berth 04,MC2,Aft Spring
30.0,SSW,,89,250k,Berth 04,MC2,Aft Spring
30.0,SW,,101,250k,Berth 04,MC2,Aft Spring
30.0,WSW,,83,250k,Berth 04,MC2,Aft Spring
30.0,W,,96,250k,Berth 04,MC2,Aft Spring
30.0,WNW,,77,250k,Berth 04,MC2,Aft Spring
30.0,NW,,60,250k,Berth 04,MC2,Aft Spring
30.0,NNW,,53,250k,Berth 04,MC2,Aft Spring
20.0,N,,54,250k,Berth 04,MC2,Aft Spring
20.0,NNE,,51,250k,Berth 04,MC2,Aft Spring
20.0,NE,,49,250k,Berth 04,MC2,Aft Spring
20.0,ENE,,49,250k,Berth 04,MC2,Aft Spring
20.0,E,,48,250k,Berth 04,MC2,Aft Spring
20.0,ESE,,57,250k,Berth 04,MC2,Aft Spring
20.0,SE,,62,250k,Berth 04,MC2,Aft Spring
20.0,SSE,,66,250k,Berth 04,MC2,Aft Spring
20.0,S,,62,250k,Berth 04,MC2,Aft Spring
20.0,SSW,,66,250k,Berth 04,MC2,Aft Spring
20.0,SW,,66,250k,Berth 04,MC2,Aft Spring
20.0,WSW,,67,250k,Berth 04,MC2,Aft Spring
20.0,W,,70,250k,Berth 04,MC2,Aft Spring
20.0,WNW,,67,250k,Berth 04,MC2,Aft Spring
20.0,NW,,63,250k,Berth 04,MC2,Aft Spring
20.0,NNW,,60,250k,Berth 04,MC2,Aft Spring
20.0,NE,1,77,250k,Berth 04,MC2,Aft Spring
20.0,NE,2,47,250k,Berth 04,MC2,Aft Spring
20.0,NE,3,52,250k,Berth 04,MC2,Aft Spring
20.0,NE,4,58,250k,Berth 04,MC2,Aft Spring
20.0,NE,5,69,250k,Berth 04,MC2,Aft Spring
20.0,NE,6,79,250k,Berth 04,MC2,Aft Spring
20.0,NE,7,89,250k,Berth 04,MC2,Aft Spring
9.0,E,8,61,250k,Berth 04,MC2,Aft Spring
9.0,E,9,76,250k,Berth 04,MC2,Aft Spring
9.0,E,10,89,250k,Berth 04,MC2,Aft Spring
30.0,N,,83,250k,Berth 04,MC2,Stern
30.0,NNE,,83,250k,Berth 04,MC2,Stern
30.0,NE,,93,250k,Berth 04,MC2,Stern
30.0,ENE,,119,250k,Berth 04,MC2,Stern
30.0,E,,159,250k,Berth 04,MC2,Stern
30.0,ESE,,211,250k,Berth 04,MC2,Stern
30.0,SE,,295,250k,Berth 04,MC2,Stern
30.0,SSE,,298,250k,Berth 04,MC2,Stern
30.0,S,,320,250k,Berth 04,MC2,Stern
30.0,SSW,,272,250k,Berth 04,MC2,Stern
30.0,SW,,191,250k,Berth 04,MC2,Stern
30.0,WSW,,144,250k,Berth 04,MC2,Stern
30.0,W,,149,250k,Berth 04,MC2,Stern
30.0,WNW,,123,250k,Berth 04,MC2,Stern
30.0,NW,,79,250k,Berth 04,MC2,Stern
30.0,NNW,,78,250k,Berth 04,MC2,Stern
20.0,N,,117,250k,Berth 04,MC2,Stern
20.0,NNE,,120,250k,Berth 04,MC2,Stern
20.0,NE,,119,250k,Berth 04,MC2,Stern
20.0,ENE,,129,250k,Berth 04,MC2,Stern
20.0,E,,134,250k,Berth 04,MC2,Stern
20.0,ESE,,167,250k,Berth 04,MC2,Stern
20.0,SE,,182,250k,Berth 04,MC2,Stern
20.0,SSE,,174,250k,Berth 04,MC2,Stern
20.0,S,,160,250k,Berth 04,MC2,Stern
20.0,SSW,,143,250k,Berth 04,MC2,Stern
20.0,SW,,151,250k,Berth 04,MC2,Stern
20.0,WSW,,138,250k,Berth 04,MC2,Stern
20.0,W,,125,250k,Berth 04,MC2,Stern
20.0,WNW,,125,250k,Berth 04,MC2,Stern
20.0,NW,,126,250k,Berth 04,MC2,Stern
20.0,NNW,,132,250k,Berth 04,MC2,Stern
20.0,NE,1,271,250k,Berth 04,MC2,Stern
20.0,NE,2,98,250k,Berth 04,MC2,Stern
20.0,NE,3,122,250k,Berth 04,MC2,Stern
20.0,NE,4,153,250k,Berth 04,MC2,Stern
20.0,NE,5,205,250k,Berth 04,MC2,Stern
20.0,NE,6,236,250k,Berth 04,MC2,Stern
20.0,NE,7,270,250k,Berth 04,MC2,Stern
9.0,E,8,183,250k,Berth 04,MC2,Stern
9.0,E,9,275,250k,Berth 04,MC2,Stern
9.0,E,10,348,250k,Berth 04,MC2,Stern
